image_1,image_2,phash_hamming_distance,cnn_cosine_similarity,exact_duplicate
n02110185_10273 copy.jpg,n02110185_10273.jpg,0,0.9999998807907104,True
n02110185_10849 copy.jpg,n02110185_10849.jpg,0,0.9999998211860657,True
n02110185_120.jpg,n02110185_120_mod_resized.jpg,0,0.9458943605422974,True
n02110185_6094 copy.jpg,n02110185_6094.jpg,0,1.0000001192092896,True
n02110185_120.jpg,n02110185_120_mod_bright.jpg,10,0.9601565599441528,False
n02110185_120_mod_bright.jpg,n02110185_120_mod_resized.jpg,10,0.9376388788223267,False
